Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
56.495,0.5,0.0,0.0,0.0,0.0,0.25566364552524345
56.595,0.5,0.0,0.0,0.0,0.0,0.25670265096783496
56.694,0.5,0.0,0.0,0.0,0.0,0.24612153200243816
56.794,0.5,0.0,0.0,0.0,0.0,0.23084401567415494
56.895,0.5,0.0,0.0,0.0,0.0,0.2175840474720842
56.994,0.5,0.0,0.0,0.0,0.0,0.20561997307468377
57.094,0.5,0.0,0.0,0.0,0.0,0.1924725957641073
57.194,0.49999999999999994,0.0,0.0,0.0,0.0,0.18010426889864986
57.295,0.5,0.0,0.0,0.0,0.0,0.1686358116915852
57.394,0.5,0.0,0.0,0.0,0.0,0.16072344352907328
57.494,0.49999999999999994,0.0,0.0,0.0,0.0,0.15520616216111877
57.594,0.5,0.0,0.0,0.0,0.0,0.1526304036760957
57.694,0.49999999999999994,0.0,0.0,0.0,0.0,0.15011297269768512
57.794,0.49999999999999994,0.0,0.0,0.0,0.0,0.1405317125770785
57.894,0.49999999999999994,0.0,0.0,0.0,0.0,0.13191318508565175
57.994,0.5,0.0,0.0,0.0,0.0,0.130133655863941
58.095,0.5,0.0,0.0,0.0,0.0,0.12829756481521967
58.194,0.5,0.0,0.0,0.0,0.0,0.12460104054290058
58.294,0.5,0.0,0.0,0.0,0.0,0.12548487857652285
58.394,0.5,0.0,0.0,0.0,0.0,0.12018215025472323
58.494,0.49999999999999994,0.0,0.0,0.0,0.0,0.11299048938703568
58.595,0.04753021973445057,0.0,0.0,0.0,0.0,-0.08052044485680997
58.694,0.1956234270081344,0.0,0.0,0.0,0.0,-0.08000059664765262
58.795,0.1948402887171314,0.0,0.0,0.0,0.0,-0.07398852785306768
58.895,0.19381604240938652,0.0,0.0,0.0,0.0,-0.06730719670851897
58.994,0.19322801107597734,0.0,0.0,0.0,0.0,-0.05671578952329451
59.095,0.19278426164103027,0.0,0.0,0.0,0.0,-0.05093895231942565
59.195,0.19244018785779196,0.0,0.0,0.0,0.0,-0.047314149108196396
59.295,0.19221607460231596,0.0,0.0,0.0,0.0,-0.0449136477153554
59.395,0.19192463093484416,0.0,0.0,0.0,0.0,-0.04195625137044763
59.494,0.19166075558702192,0.0,0.0,0.0,0.0,-0.04035552336339007
59.595,0.19161775658329125,0.0,0.0,0.0,0.0,-0.03587575028924983
59.695,0.49160063029114703,0.0,0.0,0.0,0.0,-0.00832545431271775
59.795,0.4891568156244536,0.0,0.0,0.0,0.0,-0.005684605471606735
59.895,0.48448554419449436,0.0,0.0,0.0,0.0,-0.004634704443123361
59.995,0.4809697977467176,0.0,0.0,0.0,0.0,-0.0023986076605168882
60.095,0.47870553773673347,0.0,0.0,0.0,0.0,0.0027439292948295557
60.195,0.4773957675100461,0.0,0.0,0.0,0.0,0.0048551532605528025
60.294,0.47712609118635446,0.0,0.0,0.0,0.0,0.007800283041488193
60.395,0.7549872543675472,0.0,0.0,0.0,0.0,0.04091700541391313
60.495,0.4735413565583429,0.0,0.0,0.0,0.0,0.08225638954722331
60.595,0.4664299230407821,0.0,0.0,0.0,0.0,0.08513916335145016
60.695,0.463026200927309,0.0,0.0,0.0,0.0,0.0852831835185808
60.795,0.460285566870852,0.0,0.0,0.0,0.0,0.0903862916422064
60.895,0.4586891287924074,0.0,0.0,0.0,0.0,0.08820437095834899
60.994,0.4580274232102911,0.0,0.0,0.0,0.0,0.08403085401661131
61.095,0.45742023628779005,0.0,0.0,0.0,0.0,0.08532248428070494
61.195,0.4585876062534642,0.0,0.0,0.0,0.0,0.08923639812861103
61.295,0.7461535981915535,0.0,0.0,0.0,0.0,0.11808450489342948
61.394,0.7429203015821432,0.0,0.0,0.0,0.0,0.11684865992718993
61.495,0.7416881339196361,0.0,0.0,0.0,0.0,0.11729837987627562
61.595,0.7426842725481664,0.0,0.0,0.0,0.0,0.11547468967183097
61.695,0.461259265375821,0.0,0.0,0.0,0.0,0.1519278935564776
61.795,0.46247716238550285,0.0,0.0,0.0,0.0,0.15571013815156715
61.894,0.4651504828715558,0.0,0.0,0.0,0.0,0.1582969261477337
61.995,0.4690335328151544,0.0,0.0,0.0,0.0,0.15910747897341654
62.094,0.7392880875742207,0.0,0.0,0.0,0.0,0.19002870122653764
62.195,0.738091719613629,0.0,0.0,0.0,0.0,0.1893802006914542
62.295,0.7375684981770648,0.0,0.0,0.0,0.0,0.1851031490403874
62.394,0.7371186921552125,0.0,0.0,0.0,0.0,0.17374679910959817
62.494,0.7363989213754817,0.0,0.0,0.0,0.0,0.15904728610661747
62.595,0.734674630969538,0.0,0.0,0.0,0.0,0.14853447569181408
62.695,0.5077627763365953,0.0,0.0,0.0,0.0,0.17323574217794474
62.795,0.5122170282818393,0.0,0.0,0.0,0.0,0.1723471335619448
62.895,0.5170911495458346,0.0,0.0,0.0,0.0,0.1645845749501516
62.994,0.5224467730450073,0.0,0.0,0.0,0.0,0.15165028641063283
63.095,0.5276034356069188,0.0,0.0,0.0,0.0,0.14285687847025963
63.195,0.5329203785237707,0.0,0.0,0.0,0.0,0.13301549218032382
63.294,0.5387402254548104,0.0,0.0,0.0,0.0,0.12756113188404716
63.395,0.5436583548517532,0.0,0.0,0.0,0.0,0.11767716349757956
63.495,0.5495987247320941,0.0,0.0,0.0,0.0,0.11265468837917292
63.595,0.5556657533509287,0.0,0.0,0.0,0.0,0.11218351361290757
63.695,0.6921428379134084,0.0,0.0,0.0,0.0,0.14962503535983274
63.795,0.6868316060106662,0.0,0.0,0.0,0.0,0.1417289586404158
63.895,0.677477576635484,0.0,0.0,0.0,0.0,0.13507887853608697
63.995,0.6654995227134306,0.0,0.0,0.0,0.0,0.12749558888649498
64.095,0.5838990427556149,0.0,0.0,0.0,0.0,0.1538854050493717
64.195,0.5868223836120838,0.0,0.0,0.0,0.0,0.15540864977674124
64.295,0.5904143695343379,0.0,0.0,0.0,0.0,0.14852102020563274
64.394,0.5932467313486113,0.0,0.0,0.0,0.0,0.13904700055052782
64.495,0.5954378466311108,0.0,0.0,0.0,0.0,0.13725286193568503
64.595,0.5972342847371342,0.0,0.0,0.0,0.0,0.1309521961534828
64.695,0.5978739071740958,0.0,0.0,0.0,0.0,0.13445513377862456
64.795,0.5973378587528442,0.0,0.0,0.0,0.0,0.13470230294242808
64.894,0.595850693167597,0.0,0.0,0.0,0.0,0.12636993872947844
64.995,0.592862862753057,0.0,0.0,0.0,0.0,0.12409532725856381
65.095,0.39191479384152356,0.0,0.0,0.0,0.0,0.13959275093933615
65.194,0.3976737129358325,0.0,0.0,0.0,0.0,0.1402085005670916
65.294,0.40322368138631637,0.0,0.0,0.0,0.0,0.1426345543192576
65.395,0.4084535608992599,0.0,0.0,0.0,0.0,0.14277724524368202
65.495,0.41373294517280584,0.0,0.0,0.0,0.0,0.1298640487413067
65.595,0.41843832942721026,0.0,0.0,0.0,0.0,0.13139411715155064
65.695,0.42315603768613824,0.0,0.0,0.0,0.0,0.13454526987279047
65.795,0.427954724946255,0.0,0.0,0.0,0.0,0.12633284139233503
65.895,0.17516621646122707,0.0,0.0,0.0,0.0,0.09157927629716156
65.994,0.1773730732887708,0.0,0.0,0.0,0.0,0.09281179487532021
66.094,0.5,0.0,0.0,0.0,0.0,-0.10764908930985728
66.194,0.49999999999999994,0.0,0.0,0.0,0.0,-0.10947291589125457
66.294,0.5,0.0,0.0,0.0,0.0,-0.11050671038492854
66.394,0.5,0.0,0.0,0.0,0.0,-0.10579380323162468
66.494,0.49999999999999994,0.0,0.0,0.0,0.0,-0.10066617890958118
66.594,0.5,0.0,0.0,0.0,0.0,-0.09573736332552552
66.694,0.5,0.0,0.0,0.0,0.0,-0.09051130950816383
66.794,0.5,0.0,0.0,0.0,0.0,-0.08620856981371905
66.894,0.5,0.0,0.0,0.0,0.0,-0.0838787711566929
66.995,0.5,0.0,0.0,0.0,0.0,-0.0843196098910019
67.094,0.5,0.0,0.0,0.0,0.0,-0.08099754622151001
67.194,0.49999999999999994,0.0,0.0,0.0,0.0,-0.07711680712611096
67.294,0.49999999999999994,0.0,0.0,0.0,0.0,-0.07321711791121827
67.395,0.49999999999999994,0.0,0.0,0.0,0.0,-0.07100870880140525
67.494,0.5,0.0,0.0,0.0,0.0,-0.07106783811111883
67.594,0.49999999999999994,0.0,0.0,0.0,0.0,-0.07156766151073829
67.694,0.5,0.0,0.0,0.0,0.0,-0.07075254139790416
67.795,0.5,0.0,0.0,0.0,0.0,-0.06774049902194373
67.894,0.5,0.0,0.0,0.0,0.0,-0.0644934030030091
67.994,0.5,0.0,0.0,0.0,0.0,-0.06330115991024748
68.094,0.5,0.0,0.0,0.0,0.0,-0.06373811128024776
68.194,0.49999999999999994,0.0,0.0,0.0,0.0,-0.0634287132131498
68.294,0.5,0.0,0.0,0.0,0.0,-0.06439112469722913
68.394,0.5,0.0,0.0,0.0,0.0,-0.061705523942810814
68.495,0.49999999999999994,0.0,0.0,0.0,0.0,-0.05926954431584458
68.595,0.5,0.0,0.0,0.0,0.0,-0.05897814752580022
68.694,0.49999999999999994,0.0,0.0,0.0,0.0,-0.05979540399404737
68.794,0.5,0.0,0.0,0.0,0.0,-0.05892320204894402
68.894,0.5,0.0,0.0,0.0,0.0,-0.06064738308835271
68.994,0.5,0.0,0.0,0.0,0.0,-0.059477550105253185
69.094,0.5,0.0,0.0,0.0,0.0,-0.0573370817248543
69.194,0.5,0.0,0.0,0.0,0.0,-0.057243222094896684
69.294,0.5,0.0,0.0,0.0,0.0,-0.05842678959103054
69.394,0.5,0.0,0.0,0.0,0.0,-0.05704895907167051
69.494,0.49999999999999994,0.0,0.0,0.0,0.0,-0.059010834995184225
69.594,0.49999999999999994,0.0,0.0,0.0,0.0,-0.05949996785254186
69.694,0.5,0.0,0.0,0.0,0.0,-0.058005308725281035
69.794,0.49999999999999994,0.0,0.0,0.0,0.0,-0.0590662873607376
69.894,0.5,0.0,0.0,0.0,0.0,-0.06106726716407368
69.995,0.49999999999999994,0.0,0.0,0.0,0.0,-0.0600328909365041
70.094,0.5,0.0,0.0,0.0,0.0,-0.061851496710355836
70.194,0.4999999999999999,0.0,0.0,0.0,0.0,-0.06442725190533699
70.294,0.5,0.0,0.0,0.0,0.0,-0.06350008657274259
70.394,0.5,0.0,0.0,0.0,0.0,-0.06551153239132079
70.494,0.49999999999999994,0.0,0.0,0.0,0.0,-0.06899664962596219
70.594,0.5,0.0,0.0,0.0,0.0,-0.06911704499639268
70.694,0.5,0.0,0.0,0.0,0.0,-0.07056031441426158
70.794,0.49999999999999994,0.0,0.0,0.0,0.0,-0.07531108254693958
70.894,0.49999999999999994,0.0,0.0,0.0,0.0,-0.07707466822923897
70.994,0.49999999999999994,0.0,0.0,0.0,0.0,-0.08178381514168273
71.094,0.5,0.0,0.0,0.0,0.0,-0.08828230705775475
71.194,0.5,0.0,0.0,0.0,0.0,-0.09162490252746755
